Data,zachmurzenie,prędkość wiatru [m/s],temperatura [°C],ciśnienie pary wodnej [hPa],wilgotność względna [%],ciśnienie na poziomie stacji [hPa],ciśnienie na poziomie morza [hPa],suma opadu dzień  [mm],suma opadu noc   [mm]
2023-06-05,3.9,3.1,17.6,9.9,52.3,992.3,1020.9,0.0,0.0
2023-06-06,7.4,3.3,17.7,13.5,66.3,989.9,1018.4,0.4,0.0
2023-06-07,6.5,3.3,18.6,16.6,78.6,988.6,1017.0,0.2,0.0
2023-06-08,5.6,2.8,17.2,15.6,81.0,987.9,1016.3,0.0,0.0
2023-06-09,7.3,3.0,18.8,17.2,80.6,985.4,1013.6,0.9,0.6
2023-06-10,6.4,4.9,18.3,16.2,77.9,987.1,1015.4,0.0,0.0
2023-06-11,4.0,6.1,17.8,13.7,69.0,990.4,1018.9,0.0,0.0
2023-06-12,1.9,4.6,15.1,9.9,60.6,991.4,1020.2,0.0,0.0
2023-06-13,3.0,3.4,12.2,9.9,71.4,988.3,1017.3,0.0,0.1
2023-06-14,6.5,1.6,13.2,13.3,88.3,988.0,1016.9,1.6,0.0
2023-06-15,3.1,1.3,15.7,12.5,73.4,988.5,1017.2,0.0,0.0
2023-06-16,4.5,1.4,17.0,13.3,71.0,986.0,1014.4,0.0,0.0
2023-06-17,4.6,3.0,17.5,13.5,69.6,984.7,1013.1,0.0,0.0
2023-06-18,2.8,1.9,17.8,13.1,67.3,986.9,1015.3,0.0,0.0
2023-06-19,1.4,1.0,19.9,13.7,62.8,988.1,1016.3,0.0,0.0
2023-06-20,4.0,1.4,22.6,14.8,58.3,988.4,1016.4,0.0,0.0
2023-06-21,5.8,2.0,23.5,19.0,66.8,988.5,1016.4,0.4,0.0
2023-06-22,4.4,2.1,23.8,19.7,68.8,990.3,1018.2,0.0,0.0
2023-06-23,5.6,2.1,21.4,21.3,83.5,986.7,1014.7,8.1,0.0
2023-06-24,7.4,1.9,17.4,17.2,86.6,991.9,1020.5,1.4,0.0
2023-06-25,3.8,2.4,19.0,14.9,71.1,990.4,1018.8,0.0,0.0
2023-06-26,2.0,1.5,20.2,13.8,61.6,987.1,1015.3,0.0,13.2
2023-06-27,5.4,5.0,17.5,14.4,72.8,985.1,1013.5,1.1,0.0
2023-06-28,4.9,5.5,14.8,12.3,74.6,986.2,1014.9,0.4,1.0
2023-06-29,4.3,3.1,18.4,15.9,77.1,987.1,1015.4,0.0,0.0
2023-06-30,5.1,2.0,20.9,15.1,64.1,983.2,1011.2,0.0,19.0
2023-07-01,5.5,1.3,19.8,18.4,80.6,979.9,1007.9,4.3,1.4
2023-07-02,4.6,3.1,19.6,16.6,73.9,979.8,1007.9,0.0,0.0
2023-07-03,3.0,4.0,20.5,14.2,62.4,984.2,1012.3,0.0,0.0
2023-07-04,4.5,2.6,21.6,14.4,58.4,986.3,1014.3,0.0,0.0
2023-07-05,3.4,2.1,21.6,16.4,67.8,986.5,1014.5,6.6,0.0
2023-07-06,4.9,2.3,18.3,15.2,74.0,990.0,1018.5,0.0,0.0
2023-07-07,2.0,1.6,19.0,12.7,62.8,993.8,1022.3,0.0,0.0
2023-07-08,.6,0.8,20.3,11.9,55.5,993.7,1022.1,0.0,0.0
2023-07-09,.5,2.5,22.0,13.0,54.1,992.4,1020.6,0.0,0.0
2023-07-10,5.5,2.1,21.4,14.6,61.0,990.8,1019.0,0.0,0.0
2023-07-11,2.9,4.0,22.0,16.0,63.1,988.7,1016.7,0.0,0.0
2023-07-12,6.0,2.0,21.4,16.7,67.1,984.6,1012.6,0.3,5.7
2023-07-13,6.6,2.1,19.8,19.0,83.3,986.2,1014.4,7.8,0.0
2023-07-14,2.4,1.4,20.0,15.5,70.1,990.1,1018.3,0.0,0.0
2023-07-15,1.0,0.9,23.5,16.6,61.1,987.7,1015.6,0.0,0.0
2023-07-16,1.9,1.9,25.2,19.4,64.3,987.1,1014.8,0.0,0.0
2023-07-17,4.6,3.0,20.6,20.5,85.1,989.8,1018.0,10.3,0.0
2023-07-18,2.8,3.0,20.5,14.7,64.6,990.5,1018.7,0.0,0.0
2023-07-19,3.3,2.5,21.6,14.4,60.0,983.0,1011.0,0.0,0.4
2023-07-20,4.9,3.3,18.8,15.6,73.3,983.2,1011.4,5.2,0.0
2023-07-21,5.8,1.1,18.2,15.2,74.9,984.3,1012.6,0.0,2.4
2023-07-22,5.4,3.6,19.1,15.2,71.5,985.8,1014.1,0.0,0.0
2023-07-23,4.8,2.3,20.4,13.1,59.9,986.2,1014.4,0.0,0.0
2023-07-24,6.8,3.1,22.7,16.4,63.5,980.1,1007.9,0.7,5.4
2023-07-25,4.5,2.8,19.3,18.1,83.0,975.8,1003.7,3.0,0.2
2023-07-26,7.5,2.1,14.1,15.4,95.1,979.4,1008.0,24.0,0.9
2023-07-27,2.8,3.1,16.0,12.2,70.0,984.1,1012.7,0.0,0.0
2023-07-28,6.1,4.1,19.0,15.7,71.5,980.8,1008.9,0.0,0.1
2023-07-29,6.1,1.9,20.1,18.3,78.8,982.4,1010.4,2.4,0.0
2023-07-30,6.4,2.8,20.5,17.1,71.9,983.2,1011.3,0.0,0.0
2023-07-31,4.6,3.5,18.9,14.9,70.5,984.5,1012.8,0.0,0.0
2023-08-01,6.5,0.9,17.1,16.7,85.9,978.2,1006.4,9.5,1.4
2023-08-02,4.4,2.8,19.6,15.1,69.5,977.5,1005.5,0.0,0.0
2023-08-03,5.9,1.0,17.6,17.0,84.5,978.6,1006.7,4.8,0.1
2023-08-04,7.0,0.6,19.2,16.7,76.1,984.3,1012.4,0.0,19.6
2023-08-05,7.9,3.6,19.3,19.3,86.5,980.8,1008.9,0.8,8.4
2023-08-06,7.4,3.8,16.7,18.3,95.1,972.7,1000.8,22.4,0.0
2023-08-07,7.1,5.6,14.9,14.9,88.4,978.8,1007.3,0.2,0.0
2023-08-08,5.3,4.8,15.0,12.3,73.5,986.7,1015.3,0.0,1.1
2023-08-09,7.0,3.3,16.1,14.1,78.4,988.0,1016.5,0.2,0.0
2023-08-10,4.1,1.5,15.8,13.0,74.6,993.0,1021.8,0.0,0.0
2023-08-11,1.5,0.9,16.8,11.9,66.8,994.7,1023.4,0.0,0.0
2023-08-12,2.1,1.0,19.5,14.5,67.4,993.2,1021.6,0.0,0.0
2023-08-13,2.4,1.1,21.8,17.3,69.3,991.2,1019.3,0.0,0.0
2023-08-14,2.8,0.4,24.6,18.9,64.6,991.9,1019.8,0.0,0.0
2023-08-15,.5,1.0,24.5,18.7,64.9,991.5,1019.4,0.0,0.0
2023-08-16,5.1,2.0,24.6,21.2,70.4,991.2,1019.1,0.0,0.0
2023-08-17,6.9,1.5,22.1,20.4,77.9,991.7,1019.9,6.7,0.0
2023-08-18,3.9,1.3,22.1,20.6,79.0,990.6,1018.7,0.0,0.0
2023-08-19,3.3,1.0,23.3,21.9,78.4,991.2,1019.2,0.0,0.0
2023-08-20,.8,1.9,24.2,20.8,71.8,992.4,1020.4,0.0,0.0
2023-08-21,3.4,1.4,23.7,21.7,75.6,993.4,1021.4,0.0,0.0
2023-08-22,4.5,1.5,23.9,19.8,69.8,991.4,1019.3,0.0,0.0
2023-08-23,4.4,2.3,22.4,20.8,77.4,989.8,1017.8,0.0,0.0
2023-08-24,2.3,0.9,20.7,15.8,67.1,989.9,1018.1,0.0,0.0
2023-08-25,3.8,2.0,22.1,18.9,72.4,985.1,1013.0,0.0,0.2
2023-08-26,3.6,1.6,21.7,21.2,83.3,984.6,1012.6,4.1,19.1
2023-08-27,5.3,1.3,21.4,21.5,85.3,981.6,1009.5,0.0,0.9
2023-08-28,7.6,3.6,18.7,19.3,89.4,981.4,1009.5,0.0,0.1
2023-08-29,7.3,2.3,20.6,21.0,86.9,977.1,1005.0,0.1,0.9
2023-08-30,7.8,3.1,17.4,18.1,90.9,978.1,1006.3,0.2,0.0
2023-08-31,5.5,3.0,16.3,15.1,83.0,983.5,1012.0,0.0,0.0
2023-09-01,4.9,2.1,16.0,13.2,75.3,989.0,1017.7,0.0,18.2
2023-09-02,7.3,1.4,17.6,17.1,85.8,992.1,1020.7,0.4,0.1
2023-09-03,4.6,1.6,16.8,14.9,79.8,994.8,1023.5,2.7,0.0
2023-09-04,3.6,3.0,16.4,13.5,73.6,998.8,1027.7,0.0,0.0
2023-09-05,.6,1.6,16.2,12.7,72.4,998.3,1027.2,0.0,0.0
2023-09-06,.0,0.9,16.6,13.1,72.6,996.6,1025.4,0.0,0.0
2023-09-07,.4,2.9,17.6,14.5,74.1,997.4,1026.1,0.0,0.0
2023-09-08,1.0,2.3,18.5,15.6,75.9,995.2,1023.8,0.0,0.0
2023-09-09,2.9,1.3,18.6,16.1,77.1,993.2,1021.7,0.0,0.0
2023-09-10,.4,0.3,20.0,17.0,75.8,991.5,1019.8,0.0,0.0
2023-09-11,1.1,0.9,20.3,17.3,75.4,987.9,1016.1,0.0,0.0
2023-09-12,3.6,0.8,20.9,17.6,74.4,986.3,1014.4,0.0,0.0
2023-09-13,4.1,1.6,21.7,17.2,69.8,985.6,1013.6,0.0,0.5
2023-09-14,7.5,2.3,18.2,16.8,80.4,990.5,1019.0,0.0,0.0
2023-09-15,3.5,2.6,16.9,13.5,71.6,994.6,1023.3,0.0,0.0
2023-09-16,.4,3.9,16.0,14.3,79.4,992.9,1021.6,0.0,0.0
2023-09-17,3.6,0.1,19.0,15.8,75.1,991.1,1019.5,0.0,0.0
2023-09-18,4.0,1.0,19.7,15.4,70.9,987.2,1015.4,0.0,10.2
2023-09-19,6.8,2.4,17.0,17.6,91.4,983.9,1012.3,37.1,0.0
2023-09-20,2.3,1.8,16.7,14.6,79.9,987.9,1016.4,0.0,0.0
2023-09-21,1.8,2.5,18.7,14.9,72.4,982.9,1011.2,0.0,0.0
2023-09-22,4.6,2.1,20.0,16.5,72.4,978.6,1006.5,0.0,0.3
2023-09-23,7.9,2.9,16.2,16.4,89.5,985.4,1014.0,7.4,1.6
2023-09-24,7.8,1.1,14.0,13.9,87.1,996.1,1025.1,1.7,0.0
2023-09-25,7.9,3.8,16.1,16.5,89.8,998.6,1027.5,0.0,0.0
2023-09-26,2.3,2.9,18.8,18.1,84.6,997.1,1025.7,0.0,0.0
2023-09-27,2.5,0.9,18.4,16.0,79.1,996.1,1024.7,0.0,0.0
2023-09-28,.3,1.4,17.3,15.1,79.0,994.0,1022.7,0.0,0.0
2023-09-29,1.5,0.6,17.2,13.8,74.8,993.6,1022.3,0.0,0.0
2023-09-30,5.9,1.3,13.5,14.5,93.3,993.9,1023.0,6.4,0.0
2023-10-01,4.8,1.6,11.4,11.7,87.5,996.7,1026.0,0.0,0.0
2023-10-02,4.8,1.3,14.7,13.6,82.6,995.9,1024.9,0.0,0.0
2023-10-03,3.4,1.4,16.9,14.0,75.6,989.7,1018.3,0.0,1.9
2023-10-04,4.0,4.5,13.6,11.7,75.4,996.3,1025.4,0.0,0.0
2023-10-05,6.3,3.5,11.8,10.3,76.6,995.3,1024.5,0.0,0.0
2023-10-06,5.1,2.9,12.3,11.4,80.5,996.4,1025.6,0.0,0.0
2023-10-07,6.9,7.1,15.9,12.1,67.6,988.0,1016.6,0.0,4.8
2023-10-08,4.6,4.5,10.1,8.9,71.1,991.8,1021.2,0.0,0.0
2023-10-09,7.0,1.1,5.1,8.2,92.5,992.8,1022.7,1.0,0.0
2023-10-10,7.8,1.6,9.2,10.3,88.4,992.7,1022.1,0.0,0.0
2023-10-11,4.6,2.1,14.4,12.7,78.9,990.0,1018.8,0.0,0.0
2023-10-12,5.8,3.4,15.7,14.3,82.3,987.3,1016.0,0.5,0.7
2023-10-13,5.0,1.9,15.9,15.4,86.0,988.1,1016.8,0.0,0.0
2023-10-14,3.6,3.8,15.6,13.2,77.5,981.2,1009.7,0.0,1.1
2023-10-15,5.0,5.0,9.2,8.5,73.0,986.1,1015.4,0.0,0.0
2023-10-16,6.5,4.9,6.7,7.5,76.8,991.5,1021.2,0.0,0.0
2023-10-17,5.5,0.9,5.8,7.0,78.4,993.4,1023.2,0.0,0.0
2023-10-18,1.0,0.8,4.8,6.6,80.0,988.5,1018.3,0.0,0.0
2023-10-19,7.3,1.9,6.1,8.6,89.5,975.5,1004.8,0.1,0.0
2023-10-20,7.3,2.8,13.1,13.6,89.6,965.5,993.8,0.0,0.0
2023-10-21,6.6,1.4,16.2,15.0,82.9,972.8,1001.0,0.0,11.0
2023-10-22,6.5,4.1,13.5,14.6,93.6,979.6,1008.2,8.8,0.0
2023-10-23,4.1,1.3,10.1,10.4,85.3,988.1,1017.3,0.0,0.0
2023-10-24,6.4,2.6,9.8,11.3,92.1,981.2,1010.3,0.0,11.5
2023-10-25,5.5,3.3,11.2,12.5,93.8,972.9,1001.6,0.0,0.1
2023-10-26,5.6,1.9,9.4,10.3,88.4,969.9,998.7,2.6,0.0
2023-10-27,7.3,2.8,10.0,11.7,94.9,966.2,994.8,13.2,2.8
2023-10-28,6.5,4.5,11.0,10.7,81.6,975.2,1004.0,0.0,0.0
2023-10-29,5.3,1.4,10.9,10.0,78.6,980.3,1009.2,0.0,0.0
2023-10-30,6.8,1.4,10.9,11.3,86.9,980.1,1009.0,0.0,0.0
2023-10-31,7.3,4.1,14.2,12.0,76.6,974.4,1002.8,5.5,2.0
2023-11-01,4.5,3.3,9.9,10.0,83.0,982.2,1011.3,0.0,0.0
2023-11-02,4.4,3.5,9.6,8.9,76.9,973.8,1002.7,0.0,1.0
2023-11-03,7.3,5.1,12.3,10.8,75.4,961.6,989.9,0.3,0.0
2023-11-04,3.6,2.6,7.7,7.6,73.3,967.9,996.8,0.0,0.0
2023-11-05,5.8,1.8,6.0,8.8,93.8,961.9,990.8,6.4,0.0
2023-11-06,3.6,6.9,10.3,8.7,70.4,976.8,1005.7,0.4,0.0
2023-11-07,2.9,2.6,6.5,7.7,81.4,986.1,1015.7,0.0,0.8
2023-11-08,6.8,3.0,6.8,8.7,88.9,987.1,1016.6,1.1,0.0
2023-11-09,5.6,1.8,6.1,6.9,75.9,985.6,1015.2,0.0,0.0
2023-11-10,7.5,1.8,7.5,8.7,83.8,978.3,1007.5,3.3,7.5
2023-11-11,7.9,2.3,7.2,9.4,93.3,973.9,1003.0,6.8,5.1
2023-11-12,6.8,3.6,5.5,8.1,89.6,979.4,1008.9,0.4,0.0
2023-11-13,6.8,1.9,4.3,6.8,82.1,983.0,1012.6,0.0,4.1
2023-11-14,6.9,6.3,9.7,9.3,77.1,976.4,1005.3,0.6,3.8
2023-11-15,7.4,6.5,8.6,9.3,83.5,978.9,1008.0,0.9,1.5
2023-11-16,7.5,1.9,6.4,8.7,90.8,986.4,1015.9,1.4,4.0
2023-11-17,8.0,4.5,4.9,8.0,91.5,982.4,1012.0,2.5,0.0
2023-11-18,8.0,3.8,2.1,6.3,87.9,991.9,1022.1,0.8,0.0
2023-11-19,7.9,2.0,2.0,6.4,90.8,986.2,1016.2,2.2,1.6
2023-11-20,7.9,3.5,7.6,9.8,93.9,980.0,1009.2,5.5,3.8
2023-11-21,7.9,4.1,6.7,9.1,92.6,982.4,1011.8,0.3,0.7
2023-11-22,8.0,2.6,-1.0,5.2,90.5,995.7,1026.3,0.0,0.0
2023-11-23,7.3,8.3,3.1,6.0,78.6,986.0,1015.9,0.0,1.5
2023-11-24,5.9,8.4,4.2,6.5,79.0,968.7,998.0,1.1,0.3
2023-11-25,6.0,4.3,0.3,5.6,89.3,971.2,1000.9,0.0,0.6
2023-11-26,6.6,5.4,-1.1,4.7,82.0,979.2,1009.3,0.0,0.3
2023-11-27,6.4,2.8,-1.8,4.3,81.0,978.8,1009.1,0.1,1.5
2023-11-28,8.0,4.0,-1.8,5.0,93.5,967.8,997.7,0.3,0.4
2023-11-29,4.4,3.1,-5.1,3.6,86.4,978.4,1009.0,0.0,0.0
2023-11-30,4.9,1.3,-2.9,4.1,83.1,976.7,1007.0,0.0,0.0
2023-12-01,7.9,2.1,-0.8,5.0,86.1,975.6,1005.6,0.2,4.1
2023-12-02,8.0,4.6,-2.3,5.0,97.3,974.9,1005.1,6.2,1.8
2023-12-03,7.0,5.6,-3.6,4.2,90.4,989.3,1020.0,0.3,0.0
2023-12-04,5.3,2.4,-4.6,3.8,86.5,993.1,1024.1,0.0,0.0
2023-12-05,4.5,2.3,-5.1,3.6,85.5,985.9,1016.8,0.0,0.0
2023-12-06,7.9,3.3,-4.3,4.0,91.1,986.6,1017.4,0.1,0.6
2023-12-07,8.0,1.6,-2.2,5.0,96.0,990.2,1020.9,1.7,0.0
2023-12-08,8.0,3.0,-1.8,5.1,94.6,990.5,1021.0,0.0,0.0
2023-12-09,7.5,1.0,-2.3,4.9,95.3,987.8,1018.4,0.1,0.0
2023-12-10,6.5,1.4,-1.8,5.2,94.9,981.4,1011.7,0.0,0.0
2023-12-11,6.3,1.6,2.9,6.5,87.1,977.2,1006.8,0.0,2.2
2023-12-12,6.9,3.8,4.5,7.4,88.1,979.5,1009.0,0.5,0.0
2023-12-13,7.5,2.6,2.3,6.9,95.3,974.4,1004.1,0.8,0.0
2023-12-14,8.0,1.4,3.4,7.5,96.9,981.5,1011.3,1.1,0.1
2023-12-15,7.0,4.0,1.0,5.7,86.5,1000.3,1030.9,0.0,0.0
2023-12-16,7.5,4.8,3.0,6.7,87.6,1007.2,1037.7,0.0,0.0
2023-12-17,6.6,5.9,5.0,7.1,81.9,1004.6,1034.8,0.0,0.0
2023-12-18,3.3,5.1,6.8,6.6,68.1,999.8,1029.7,0.0,0.0
2023-12-19,5.3,3.6,6.9,5.4,55.8,991.0,1020.7,0.0,0.1
2023-12-20,7.4,6.5,4.4,6.5,78.0,981.2,1010.8,2.0,0.1
2023-12-21,7.6,7.1,4.7,6.9,81.1,968.9,998.1,3.7,8.4
2023-12-22,6.4,9.5,2.6,5.8,78.8,960.4,989.6,1.4,0.0
2023-12-23,6.0,8.0,0.8,4.9,76.8,968.4,998.0,1.5,1.0
2023-12-24,8.0,4.8,2.4,6.9,93.4,975.4,1005.1,2.5,3.8
2023-12-25,7.5,10.1,9.8,9.9,81.8,975.7,1004.5,2.0,0.9
2023-12-26,7.8,7.4,9.3,9.1,78.4,981.5,1010.6,0.9,3.0
2023-12-27,2.8,5.4,3.5,6.0,76.0,992.8,1022.8,0.0,0.0
2023-12-28,4.4,2.3,3.2,6.3,82.0,989.2,1019.2,0.0,0.0
2023-12-29,6.6,3.4,7.0,7.6,77.1,986.0,1015.4,0.0,0.0
2023-12-30,6.8,4.8,6.1,7.6,81.3,985.5,1015.1,2.0,1.2
2023-12-31,6.1,2.1,2.7,7.0,94.3,984.5,1014.4,0.0,0.0
2018-01-01,4.9,2.0,3.1,7.0,90.5,978.8,1008.4,0.0,0.0
2018-01-02,4.9,2.4,0.8,5.9,89.1,979.5,1009.5,0.0,0.1
2018-01-03,6.0,3.3,2.5,6.1,83.6,973.3,1002.9,2.4,1.0
2018-01-04,5.5,3.9,4.3,6.5,77.9,972.1,1001.4,0.0,0.1
2018-01-05,7.0,2.0,4.6,6.9,80.9,973.3,1002.6,0.2,1.4
2018-01-06,7.4,1.1,6.2,8.7,91.9,981.2,1010.6,0.0,0.0
2018-01-07,7.8,3.6,4.7,7.8,90.5,993.6,1023.5,0.0,0.0
2018-01-08,7.9,5.4,0.2,5.6,90.4,1003.1,1033.8,0.5,0.0
2018-01-09,7.0,5.9,-0.4,4.9,82.8,999.5,1030.2,0.0,0.2
2018-01-10,7.4,2.5,2.7,6.3,85.4,987.1,1017.1,0.0,1.1
2018-01-11,8.0,3.3,0.7,6.0,93.6,987.4,1017.5,0.3,0.0
2018-01-12,8.0,6.3,0.3,5.8,92.5,997.3,1027.8,0.0,0.0
2018-01-13,6.6,7.1,-1.3,4.4,79.8,1002.1,1032.9,0.0,0.0
2018-01-14,.8,6.3,-4.2,3.4,76.3,1001.2,1032.4,0.0,0.0
2018-01-15,.8,3.4,-6.3,3.1,80.9,995.8,1027.1,0.0,0.0
2018-01-16,5.5,2.6,-3.3,4.1,83.6,973.6,1003.8,3.1,1.5
2018-01-17,6.8,5.9,1.5,5.3,78.6,967.6,997.1,0.6,0.4
2018-01-18,6.8,4.9,1.4,5.2,76.6,972.9,1002.6,0.1,0.2
2018-01-19,6.0,7.6,1.9,5.2,75.0,975.2,1004.9,0.0,0.0
2018-01-20,6.8,1.0,-1.0,5.3,92.6,980.7,1010.9,0.2,1.3
2018-01-21,7.6,3.0,-1.9,4.9,92.3,980.0,1010.3,1.4,0.3
2018-01-22,6.0,2.8,-3.1,4.2,86.6,987.6,1018.2,0.0,0.0
2018-01-23,7.6,2.8,-4.0,4.0,88.1,993.8,1024.7,0.0,0.0
2018-01-24,6.1,1.8,0.2,5.3,84.8,996.3,1026.9,0.0,0.0
2018-01-25,6.1,1.4,1.4,5.6,83.4,991.5,1021.8,0.0,0.0
2018-01-26,5.8,0.6,-0.6,5.2,88.3,991.3,1021.8,0.0,0.0
2018-01-27,6.0,1.9,0.1,6.1,97.4,1000.4,1031.1,0.0,0.2
2018-01-28,7.9,5.1,3.9,7.5,93.4,998.6,1028.7,0.2,0.1
2018-01-29,6.9,8.5,7.8,8.5,81.0,992.2,1021.8,0.0,0.7
2018-01-30,6.8,9.3,5.1,6.0,66.8,991.9,1021.7,0.0,0.0
2018-01-31,6.3,2.3,2.1,5.1,72.6,988.5,1018.5,0.0,0.0
2018-02-01,7.8,1.3,4.0,6.9,84.6,974.5,1003.9,0.1,4.0
2018-02-02,7.3,1.4,2.1,6.6,92.5,978.0,1007.7,0.0,0.0
2018-02-03,6.1,1.3,-0.7,5.5,95.1,976.0,1006.0,0.0,0.0
2018-02-04,7.9,1.9,-0.7,5.6,95.9,984.3,1014.5,0.3,0.1
2018-02-05,6.0,3.0,-2.5,3.8,73.3,994.9,1025.7,0.0,0.0
2018-02-06,1.3,2.1,-5.7,2.9,73.9,992.0,1023.1,0.0,0.0
2018-02-07,6.0,3.1,-3.1,4.3,88.6,986.9,1017.6,1.8,1.5
2018-02-08,8.0,1.9,-1.3,5.4,95.8,986.8,1017.1,0.1,0.2
2018-02-09,7.9,2.5,-1.4,5.0,90.8,988.8,1019.3,0.0,0.0
2018-02-10,8.0,2.1,-1.5,5.0,91.8,987.6,1018.0,0.0,0.0
2018-02-11,7.5,1.8,-1.3,4.9,88.9,982.1,1012.3,0.0,0.0
2018-02-12,7.3,1.4,0.1,5.6,90.6,981.9,1012.0,0.0,0.0
2018-02-13,7.6,1.6,0.0,5.6,91.5,987.1,1017.3,0.0,0.1
2018-02-14,8.0,3.6,-0.8,5.3,91.5,988.0,1018.4,0.1,0.3
2018-02-15,7.4,2.8,-1.6,4.9,90.3,993.3,1024.0,0.0,0.0
2018-02-16,6.1,2.6,-1.3,5.3,93.9,994.3,1025.0,0.1,0.1
2018-02-17,6.4,1.4,-0.1,5.3,87.9,995.3,1025.8,0.0,0.0
2018-02-18,7.6,2.5,0.4,4.9,78.8,996.5,1027.0,0.0,0.0
2018-02-19,4.4,3.5,-0.7,3.8,66.4,994.9,1025.5,0.0,0.0
2018-02-20,6.9,5.0,-3.2,4.0,82.3,989.2,1019.9,0.0,0.0
2018-02-21,7.1,2.4,-3.4,4.0,84.6,991.0,1021.8,0.0,0.0
2018-02-22,8.0,5.1,-2.6,4.0,79.5,993.0,1023.7,0.0,0.0
2018-02-23,7.8,4.5,-3.9,3.8,83.3,992.7,1023.5,0.0,0.0
2018-02-24,5.8,3.4,-7.4,2.8,79.3,993.5,1024.8,0.2,0.5
2018-02-25,6.3,2.5,-11.8,1.9,76.5,998.2,1030.2,0.0,0.1
2018-02-26,6.9,4.1,-11.4,2.0,78.9,994.9,1026.8,0.0,0.0
2018-02-27,7.8,6.6,-12.1,1.9,75.4,990.0,1021.8,0.0,0.1
2018-02-28,7.3,4.6,-11.4,2.0,78.1,993.2,1025.0,0.0,0.1
2018-03-01,1.1,2.9,-12.4,1.8,78.1,989.5,1021.3,0.0,0.0
2018-03-02,3.4,4.9,-10.7,2.0,73.3,977.0,1008.2,0.0,0.0
2018-03-03,1.4,2.0,-11.0,1.9,72.9,975.4,1006.6,0.0,0.0
2018-03-04,1.3,2.0,-8.5,2.2,69.4,979.4,1010.4,0.0,0.0
2018-03-05,4.0,2.5,-2.5,3.4,67.9,975.3,1005.6,0.0,0.0
2018-03-06,7.3,2.6,1.7,5.7,82.5,967.4,996.9,0.2,0.0
2018-03-07,6.9,3.1,3.3,6.7,87.6,967.8,997.1,0.0,0.0
2018-03-08,4.3,3.6,3.6,6.0,78.5,977.0,1006.6,0.0,0.0
2018-03-09,2.4,4.0,2.4,5.4,76.5,980.3,1010.1,1.1,0.0
2018-03-10,5.8,2.0,4.8,6.6,77.5,981.1,1010.7,0.0,0.0
2018-03-11,3.9,1.8,7.9,7.4,72.8,977.3,1006.4,0.0,0.0
2018-03-12,5.8,3.9,10.9,8.4,67.0,969.1,997.7,0.0,0.0
2018-03-13,6.1,4.0,8.9,8.2,72.9,973.7,1002.5,0.0,0.0
2018-03-14,7.1,3.0,5.0,7.9,89.9,979.8,1009.3,1.2,0.2
2018-03-15,5.8,3.0,3.4,6.8,88.1,981.5,1011.2,0.0,0.2
2018-03-16,7.3,4.4,2.1,7.0,97.1,975.4,1005.0,8.0,0.4
2018-03-17,8.0,8.3,-4.8,3.7,85.0,981.3,1011.9,0.2,0.0
2018-03-18,7.4,10.1,-7.0,2.6,71.5,984.3,1015.3,0.0,0.0
2018-03-19,8.0,5.8,-6.4,3.1,81.5,982.5,1013.4,0.0,0.0
2018-03-20,8.0,2.3,-4.4,3.7,82.6,982.3,1012.9,0.1,0.0
2018-03-21,4.8,3.4,-2.1,3.3,64.0,992.8,1023.4,0.0,0.0
2018-03-22,2.4,2.6,-0.8,3.3,61.1,988.7,1019.1,0.0,0.0
2018-03-23,5.1,1.4,0.3,4.1,68.1,978.1,1008.0,0.0,0.0
2018-03-24,3.5,2.6,1.8,4.7,71.1,978.4,1008.2,0.0,0.0
2018-03-25,.4,1.3,3.0,4.8,67.8,982.0,1011.7,0.0,0.0
2018-03-26,6.0,2.3,3.0,5.3,71.0,983.3,1013.1,0.0,1.2
2018-03-27,7.8,2.8,2.0,6.1,87.0,984.3,1014.3,1.1,0.0
2018-03-28,6.8,3.1,3.0,5.8,78.6,981.5,1011.2,0.0,2.0
2018-03-29,7.4,3.1,5.8,7.9,85.0,977.0,1006.3,0.1,0.0
2018-03-30,5.6,2.0,7.6,6.8,69.4,981.1,1010.3,0.1,0.2
2018-03-31,7.3,2.9,9.5,10.0,85.6,971.3,1000.0,1.9,1.2
2018-04-01,7.9,6.9,4.8,7.5,86.4,968.1,997.3,0.9,0.2
2018-04-02,4.4,8.0,5.0,5.3,63.5,980.7,1010.2,0.0,0.0
2018-04-03,3.3,3.1,9.3,6.2,58.9,982.1,1011.2,0.0,0.0
2018-04-04,4.8,1.9,11.6,8.1,62.8,980.2,1009.0,0.0,0.0
2018-04-05,5.9,3.5,11.7,8.4,64.0,980.8,1009.6,0.0,0.5
2018-04-06,4.1,4.3,8.1,7.0,65.1,992.8,1022.3,0.0,0.0
2018-04-07,.9,4.1,8.5,6.8,62.0,994.9,1024.5,0.0,0.0
2018-04-08,2.1,3.4,14.3,8.9,60.8,988.1,1016.9,0.0,0.0
2018-04-09,.6,2.8,17.1,8.6,49.8,981.3,1009.6,0.0,0.0
2018-04-10,3.6,1.9,14.2,9.1,60.3,981.1,1009.6,0.0,0.0
2018-04-11,5.5,2.1,14.1,9.1,60.6,982.1,1010.7,0.0,0.0
2018-04-12,1.1,3.6,15.9,9.2,57.0,981.8,1010.2,0.0,0.0
2018-04-13,3.4,3.1,15.3,12.2,72.3,983.1,1011.6,1.8,0.0
2018-04-14,1.1,3.0,14.8,8.7,56.8,991.9,1020.7,0.0,0.0
